no2,elevation,population,landuse,road_density
0.21991575,0.14084697,0.05744914,0.840909,0.0
0.21939468,0.13556123,0.033135157,0.7954545,0.0
0.21554518,0.13496351,0.015763015,0.784091,0.0
0.20836699,0.13581657,0.011934504,0.75,0.0
0.20315611,0.13768458,0.011132699,0.72727275,0.0
0.19991231,0.14301157,0.011040053,0.75,0.0
0.19710124,0.14577937,0.010356333,0.7386365,0.0
0.19472253,0.14751697,0.010694128,0.71590924,0.0
0.1917504,0.14882207,0.010547957,0.71590924,0.0
0.18818474,0.14928055,0.009219333,0.71590924,0.0
0.18452,0.14963555,0.008069254,0.71590924,0.0
0.18075621,0.15002942,0.0071771666,0.71590924,0.0
0.1785351,0.148767,0.0057279356,0.71590924,0.0
0.17785656,0.14874506,0.0037163137,0.71590924,0.0
0.17626786,0.14847255,0.00223534,0.71590924,0.0
0.17376876,0.14558673,0.0018068845,0.71590924,0.0
0.17043352,0.14302158,0.0016295831,0.71590924,0.0
0.16626239,0.1454966,0.0012600371,0.71590924,0.0
0.1612804,0.14769888,0.00096285995,0.71590924,0.0
0.1554879,0.14853501,0.0014160434,0.71590924,0.0
0.15005636,0.15247798,0.0025157798,0.71590924,0.0
0.14498603,0.15740013,0.0035893945,0.6818185,0.0
0.14082718,0.15686321,0.004551706,0.6818185,0.0
0.13757992,0.15462685,0.005397058,0.6818185,0.0
0.13490081,0.15531635,0.0059593907,0.6818185,0.0
0.13278997,0.15775561,0.006687944,0.6818185,0.0
0.13089263,0.15865111,0.0072749257,0.71590924,0.0
0.1292088,0.15927386,0.007580638,0.72727275,0.0
0.12733328,0.16127253,0.00779301,0.7386365,0.0
0.1252659,0.16709423,0.008116558,0.76136374,0.0
0.12230986,0.1769836,0.008675324,0.80681825,0.0
0.118465304,0.18987536,0.010123661,0.85227275,0.0
0.11551565,0.20570111,0.011566167,0.87500024,0.0
0.11346084,0.22014666,0.011996996,0.886364,0.0
0.111029685,0.22890139,0.01146264,0.87500024,0.0
0.10822219,0.23106766,0.009271045,0.8295455,0.0
0.10533869,0.22956896,0.0058513843,0.784091,0.0
0.10237926,0.2268157,0.0030504446,0.75,0.0
0.100770056,0.225775,0.0017523835,0.72727275,0.0
0.10051119,0.22711515,0.0013516126,0.71590924,0.0
0.10040045,0.22763371,0.0018640561,0.71590924,0.0
0.10043788,0.2274816,0.002613708,0.71590924,0.0
0.100699365,0.22871447,0.0033347784,0.71590924,0.0
0.101184905,0.22843575,0.0035985722,0.71590924,0.0
0.100726545,0.22623491,0.0034261462,0.71590924,0.0
0.099324465,0.22662807,0.0029272893,0.71590924,0.0
0.10244894,0.22869396,0.0022585113,0.71590924,0.0
0.11010003,0.22900987,0.0016089687,0.71590924,0.0
0.114055336,0.23065662,0.0015184996,0.71590924,0.0
0.114314735,0.23288536,0.001848082,0.71590924,0.0
0.110952914,0.23462224,0.002399988,0.71590924,0.0
0.10396999,0.23598075,0.0033028768,0.71590924,0.0
0.099681556,0.2378912,0.004277995,0.71590924,0.0
0.09808767,0.23616838,0.0048698136,0.7386365,0.0
0.096594274,0.22964883,0.005477228,0.75,0.0
0.09520131,0.21441817,0.005922855,0.75,0.0
0.092828035,0.19295335,0.005520099,0.75,0.0
0.0894742,0.180866,0.0053589083,0.75,0.0
0.08582592,0.16541123,0.0052929055,0.72727275,0.0
0.08188319,0.14667177,0.0048908577,0.71590924,0.0
0.014992595,0.22181892,0.0032515703,0.71590924,0.0
0.015973985,0.2240355,0.0022082706,0.71590924,0.0
0.017936766,0.22381687,0.0016683522,0.71590924,0.0
0.019408524,0.222471,0.0013494454,0.71590924,0.0
0.020389259,0.22211671,0.00026664976,0.71590924,0.0
0.021041393,0.22178411,0.000103834085,0.71590924,0.0
0.021364868,0.2210753,0.00016606762,0.71590924,0.0
0.022446513,0.22109723,0.00040361076,0.71590924,0.0
0.02428621,0.2212534,0.0006949648,0.71590924,0.0
0.026335299,0.22036505,0.001087911,0.71590924,0.0
0.02859366,0.21925974,0.002093196,0.71590924,0.0
0.030711472,0.2177589,0.0033305078,0.71590924,0.0
0.032688737,0.21741986,0.004113365,0.71590924,0.0
0.035475552,0.21881413,0.005167554,0.71590924,0.0
0.039071977,0.22130847,0.0070638824,0.71590924,0.0
0.042173803,0.2253902,0.007892909,0.71590924,0.0
0.04478109,0.22869062,0.008144501,0.71590924,0.0
0.047766507,0.2300632,0.00823785,0.71590924,0.0
0.051129997,0.23125553,0.0068649696,0.71590924,0.0
0.054318666,0.23224473,0.004457156,0.71590924,0.0
0.057332575,0.2323389,0.0047499645,0.6818185,0.0
0.05951494,0.23261642,0.0056459503,0.6818185,0.0
0.06086588,0.23376727,0.0062991558,0.6818185,0.0
0.06347549,0.23419547,0.007787603,0.6818185,0.0
0.06734395,0.23483944,0.008492769,0.6818185,0.0
0.07201475,0.23512745,0.007870104,0.71590924,0.0
0.077488065,0.23454118,0.0066223284,0.71590924,0.0
0.082472146,0.23496652,0.0065426975,0.71590924,0.0
0.08696687,0.23677659,0.0071692625,0.71590924,0.0
0.090762496,0.23758245,0.0083372425,0.71590924,0.0
0.09385902,0.23646045,0.008643821,0.71590924,0.0
0.09693277,0.2356472,0.00832837,0.7386365,0.0
0.09998393,0.2333746,0.007611148,0.7386365,0.0
0.10290593,0.22878504,0.0063129934,0.76136374,0.0
0.105698645,0.22520041,0.0054288125,0.76136374,0.0
0.10862982,0.22362089,0.0053980807,0.76136374,0.0
0.11169946,0.22269869,0.005931843,0.7386365,0.0
0.11386156,0.22310305,0.0069955727,0.7386365,0.0
0.11511618,0.22586489,0.0082895225,0.71590924,0.0
0.11623949,0.22731328,0.0091783,0.71590924,0.0
0.11723149,0.22796154,0.0096878605,0.71590924,0.0
0.11677915,0.23032689,0.009495376,0.71590924,0.0
0.11488247,0.23143435,0.008972773,0.71590924,0.0
0.115290344,0.23175645,0.009472122,0.71590924,0.0
0.11800277,0.2348895,0.010281851,0.71590924,0.0
0.120750904,0.23850203,0.011063562,0.71590924,0.0
0.12353486,0.2394917,0.01137613,0.71590924,0.0
0.12618661,0.24081159,0.010543447,0.71590924,0.0
0.1287061,0.24276829,0.007905499,0.71590924,0.0
0.13133276,0.24187112,0.0052382154,0.71590924,0.0
0.13406682,0.23955894,0.0035479707,0.71590924,0.0
0.13775265,0.2376163,0.003779787,0.72727275,0.0
0.14239025,0.23697066,0.0056964066,0.72727275,0.0
0.14778328,0.23285246,0.0077890996,0.65909123,0.0
0.15393174,0.22407651,0.009314859,0.62500024,0.0
0.15906346,0.2139771,0.010668643,0.62500024,0.0
0.16317844,0.20456314,0.012423155,0.61363673,0.0
0.16831696,0.19416618,0.014739784,0.61363673,0.0
0.17447901,0.18532705,0.018485602,0.72727275,0.0
0.18031979,0.18092608,0.026512139,0.80681825,0.0
0.18583941,0.18099833,0.03889529,0.85227275,0.0
0.19170761,0.18130541,0.058557663,0.90909123,0.0
0.19792473,0.18303013,0.08448458,0.96590924,0.0
0.20316958,0.18545127,0.098812625,0.96590924,0.0
0.20744205,0.18536758,0.101817355,0.96590924,0.0
0.2110089,0.18139935,0.105320476,0.977273,0.0
0.21387005,0.1743486,0.09798847,0.96590924,0.0
0.21776307,0.16523123,0.080670156,0.9318185,0.0
0.22268772,0.15593457,0.0631212,0.86363673,0.0
0.22621143,0.15042663,0.05484086,0.8295455,0.0
0.22833419,0.1493187,0.054187667,0.784091,0.0
0.22973716,0.15065002,0.05939396,0.75,0.0
0.23042035,0.15011168,0.062231757,0.75,0.0
0.22917545,0.14945912,0.062668435,0.7954545,0.0
0.2260021,0.14757895,0.057804618,0.7954545,0.0
0.22467363,0.13830638,0.044853777,0.75,0.0
0.22518992,0.1327858,0.026692547,0.75,0.0
0.22195673,0.13243294,0.014665834,0.7386365,0.0
0.21497405,0.1315825,0.010801571,0.71590924,0.0
0.20954335,0.13218331,0.009911273,0.70454574,0.0
0.20566463,0.13897133,0.009961056,0.7386365,0.0
0.2025634,0.14241767,0.00995726,0.72727275,0.0
0.20023966,0.14419937,0.010466285,0.71590924,0.0
0.19710314,0.14699864,0.010774023,0.71590924,0.0
0.19315398,0.14851928,0.0103143705,0.71590924,0.0
0.18929362,0.14887786,0.009491848,0.71590924,0.0
0.1855222,0.14909387,0.008498599,0.71590924,0.0
0.18307221,0.14778304,0.0072161006,0.71590924,0.0
0.18194401,0.14757776,0.005080549,0.71590924,0.0
0.18011498,0.1474812,0.0030036718,0.71590924,0.0
0.17758477,0.14443302,0.0020866296,0.71590924,0.0
0.17442393,0.14159846,0.0017244294,0.71590924,0.0
0.17063224,0.14353848,0.0013240739,0.71590924,0.0
0.16556156,0.14493704,0.0010002281,0.71590924,0.0
0.15921175,0.14535046,0.0012813164,0.71590924,0.0
0.15349495,0.14892936,0.0021171211,0.71590924,0.0
0.14841104,0.15365219,0.002968837,0.6818185,0.0
0.14406502,0.1529634,0.0037039989,0.6818185,0.0
0.14045668,0.15105224,0.004351425,0.6818185,0.0
0.13761556,0.15125895,0.004938052,0.6818185,0.0
0.1355418,0.15360117,0.0059663523,0.6818185,0.0
0.13373435,0.15499997,0.00691918,0.71590924,0.0
0.13219297,0.15631819,0.0074135317,0.71590924,0.0
0.13075244,0.15953279,0.0076112635,0.71590924,0.0
0.12941253,0.16698027,0.007658503,0.72727275,0.0
0.12688112,0.17695713,0.0074668443,0.76136374,0.0
0.12315822,0.18916106,0.007953479,0.80681825,0.0
0.12071633,0.20431066,0.008865216,0.840909,0.0
0.11955559,0.21808696,0.009307691,0.86363673,0.0
0.1175524,0.22617602,0.009076755,0.87500024,0.0
0.114706635,0.22845006,0.0076425625,0.840909,0.0
0.111686766,0.2278502,0.005147216,0.7954545,0.0
0.10849297,0.22547221,0.002993741,0.76136374,0.0
0.10651672,0.22447658,0.002109842,0.7386365,0.0
0.10575813,0.22557783,0.002028109,0.71590924,0.0
0.10675043,0.22724986,0.002562806,0.71590924,0.0
0.10949373,0.2271707,0.0030342396,0.71590924,0.0
0.11117566,0.22844648,0.0033121817,0.71590924,0.0
0.1117962,0.22939014,0.0031042062,0.71590924,0.0
0.111476004,0.22761202,0.0025607245,0.71590924,0.0
0.11021477,0.22647142,0.0019517308,0.71590924,0.0
0.11310089,0.22706056,0.0015162807,0.71590924,0.0
0.120134234,0.22653913,0.0013118791,0.71590924,0.0
0.12364626,0.22562408,0.0017396496,0.71590924,0.0
0.12363714,0.22669387,0.0024773693,0.71590924,0.0
0.12009883,0.22747374,0.0031114062,0.71590924,0.0
0.11303145,0.22717619,0.0037474204,0.71590924,0.0
0.107577145,0.22758603,0.004293672,0.71590924,0.0
0.10373598,0.2249062,0.004398657,0.7386365,0.0
0.10100055,0.21883702,0.0046133753,0.7386365,0.0
0.09937078,0.20607567,0.0049562203,0.7386365,0.0
0.09713042,0.1888287,0.004818372,0.7386365,0.0
0.09427953,0.1791954,0.004948615,0.7386365,0.0
0.09066248,0.1673615,0.0051151374,0.71590924,0.0
0.08627939,0.15093899,0.004789618,0.71590924,0.0
0.016628087,0.21751451,0.004328177,0.71590924,0.0
0.01747632,0.21963549,0.003302374,0.71590924,0.0
0.019172668,0.21950936,0.0024997056,0.71590924,0.0
0.020824194,0.21964169,0.0020009028,0.71590924,0.0
0.022430778,0.22166109,0.00080642826,0.71590924,0.0
0.023337722,0.22251773,0.00032511214,0.71590924,0.0
0.023545027,0.22294736,0.0003531149,0.71590924,0.0
0.024615347,0.22319198,0.0010785372,0.71590924,0.0
0.026548505,0.22239304,0.0020046858,0.71590924,0.0
0.028574824,0.21976018,0.0030021053,0.71590924,0.0
0.030694127,0.21777916,0.004675764,0.71590924,0.0
0.032739043,0.21549034,0.006477398,0.71590924,0.0
0.034709573,0.21504354,0.0071843434,0.71590924,0.0
0.03713119,0.21618724,0.0073311217,0.71590924,0.0
0.040003717,0.21850634,0.0082374085,0.71590924,0.0
0.042762518,0.22207212,0.008171723,0.71590924,0.0
0.045407534,0.2250824,0.007485237,0.71590924,0.0
0.048328042,0.2266748,0.0068669803,0.71590924,0.0
0.051524162,0.22834206,0.005845329,0.71590924,0.0
0.054827213,0.229285,0.004035426,0.71590924,0.0
0.058237016,0.22952747,0.004973023,0.6818185,0.0
0.060790062,0.23070669,0.006016217,0.6818185,0.0
0.06248629,0.2319572,0.006617793,0.6818185,0.0
0.06559461,0.23182034,0.007887593,0.6818185,0.0
0.07011509,0.23223639,0.008620438,0.6818185,0.0
0.07498145,0.2320602,0.007934801,0.71590924,0.0
0.08019358,0.23112845,0.006656483,0.71590924,0.0
0.08502793,0.23189712,0.00627065,0.71590924,0.0
0.089484334,0.23359561,0.006406731,0.71590924,0.0
0.093479276,0.23451829,0.0069850683,0.71590924,0.0
0.09701264,0.23398471,0.0070619723,0.71590924,0.0
0.10016793,0.23278499,0.006800142,0.7386365,0.0
0.10294509,0.22978067,0.006584187,0.7386365,0.0
0.105870366,0.22523022,0.006368231,0.76136374,0.0
0.10894382,0.22208667,0.006780713,0.72727275,0.0
0.11234015,0.22115636,0.007904812,0.693182,0.0
0.1160593,0.22047973,0.00919242,0.67045474,0.0
0.11830568,0.22084546,0.010723281,0.67045474,0.0
0.11907941,0.22407818,0.01183025,0.6477275,0.0
0.12033039,0.22594357,0.012078165,0.6818185,0.0
0.12205857,0.22672963,0.011726152,0.71590924,0.0
0.12204856,0.22980094,0.010725566,0.71590924,0.0
0.120300174,0.23174787,0.009594791,0.71590924,0.0
0.120778084,0.23248172,0.009778827,0.71590924,0.0
0.12348217,0.23511147,0.009951156,0.71590924,0.0
0.12668514,0.23728323,0.0101380665,0.71590924,0.0
0.13038707,0.23703837,0.010045419,0.71590924,0.0
0.13377786,0.23836374,0.008985133,0.71590924,0.0
0.13685751,0.24032116,0.006182556,0.71590924,0.0
0.13971531,0.23984694,0.004360568,0.71590924,0.0
0.14235127,0.23903751,0.0033557145,0.71590924,0.0
0.1459769,0.23776317,0.0034398362,0.71590924,0.0
0.15059221,0.23620105,0.004419829,0.71590924,0.0
0.15593886,0.23199606,0.0055810437,0.6818185,0.0
0.16201687,0.22554016,0.0065946607,0.6818185,0.0
0.16725111,0.21771741,0.007843806,0.6818185,0.0
0.17164147,0.21100998,0.010116057,0.6818185,0.0
0.17702544,0.20380163,0.013578259,0.6818185,0.0
0.18340313,0.19653916,0.018039256,0.76136374,0.0
0.1897186,0.19172955,0.026535764,0.81818175,0.0
0.19597173,0.19114399,0.04110717,0.87500024,0.0
0.2020526,0.191823,0.06441134,0.9318185,0.0
0.2079612,0.19443727,0.09263674,0.9886365,0.0
0.21296585,0.19828725,0.11309749,1.0000002,0.0
0.21706629,0.19828033,0.120617434,1.0000002,0.0
0.22002304,0.1927588,0.122364685,1.0000002,0.0
0.22183597,0.18273354,0.11062112,1.0000002,0.0
0.22488666,0.17011523,0.08998441,0.977273,0.0
0.22917509,0.15747261,0.06988401,0.8977275,0.0
0.23228967,0.15003729,0.059505306,0.85227275,0.0
0.2342304,0.14815521,0.056778736,0.80681825,0.0
0.2355578,0.14958334,0.05933255,0.71590924,0.0
0.23627198,0.14945674,0.059645936,0.693182,0.0
0.23479033,0.14875698,0.05673981,0.72727275,0.0
0.23111308,0.14649987,0.04964142,0.71590924,0.0
0.2299496,0.13756156,0.037180044,0.70454574,0.0
0.23129964,0.131845,0.022874791,0.7386365,0.0
0.22880411,0.13089299,0.01359742,0.72727275,0.0
0.22246349,0.12897015,0.009631738,0.71590924,0.0
0.21693444,0.12936378,0.008640126,0.71590924,0.0
0.21221733,0.13606358,0.009406727,0.71590924,0.0
0.20882022,0.13960242,0.010623738,0.71590924,0.0
0.206743,0.14122939,0.011630742,0.71590924,0.0
0.20318103,0.14498615,0.012948603,0.71590924,0.0
0.1981343,0.14735866,0.013850664,0.71590924,0.0
0.19344032,0.14774966,0.012865991,0.71590924,0.0
0.18909907,0.14786363,0.011080077,0.71590924,0.0
0.18622887,0.14697814,0.009832144,0.71590924,0.0
0.18482947,0.14684415,0.007417978,0.71590924,0.0
0.18297923,0.14615369,0.004303212,0.71590924,0.0
0.18067825,0.14325356,0.002711088,0.71590924,0.0
0.17784894,0.14004588,0.002162171,0.71590924,0.0
0.17449117,0.14101005,0.0016988954,0.71590924,0.0
0.1696353,0.14172316,0.0012137089,0.71590924,0.0
0.16328108,0.14210463,0.0011492637,0.71590924,0.0
0.15777338,0.14503121,0.0016273628,0.71590924,0.0
0.15311217,0.14891458,0.0020493595,0.71590924,0.0
0.14871311,0.14830112,0.0024095979,0.71590924,0.0
0.14457607,0.14667082,0.002755771,0.71590924,0.0
0.14148891,0.14634395,0.0033176248,0.71590924,0.0
0.13945174,0.14816904,0.004529886,0.71590924,0.0
0.13772082,0.15022683,0.0058605997,0.71590924,0.0
0.13629615,0.1522131,0.006582395,0.71590924,0.0
0.13539112,0.1571331,0.006839023,0.71590924,0.0
0.13500607,0.16620374,0.006643869,0.71590924,0.0
0.1329087,0.1763022,0.005676807,0.7386365,0.0
0.12909877,0.18750858,0.004722692,0.784091,0.0
0.12695706,0.20173168,0.0047569918,0.81818175,0.0
0.12648344,0.21428847,0.005304113,0.840909,0.0
0.1246748,0.22179747,0.0056336774,0.86363673,0.0
0.12153125,0.22481632,0.0053854594,0.840909,0.0
0.11892706,0.2260437,0.00463249,0.7954545,0.0
0.11686218,0.22509766,0.0035528895,0.76136374,0.0
0.115214944,0.22404361,0.0029183528,0.7386365,0.0
0.11398536,0.22432995,0.002851313,0.71590924,0.0
0.11706412,0.22642565,0.003129813,0.71590924,0.0
0.12445098,0.22684932,0.0032504709,0.71590924,0.0
0.12823564,0.22882676,0.0032578264,0.71590924,0.0
0.12841791,0.23147655,0.0028534122,0.71590924,0.0
0.12757564,0.23130322,0.0022054394,0.71590924,0.0
0.12570906,0.22968364,0.0016286396,0.71590924,0.0
0.12569565,0.22841954,0.0013821702,0.71590924,0.0
0.12753558,0.22559738,0.0013939962,0.71590924,0.0
0.12829727,0.22121572,0.0019884561,0.71590924,0.0
0.12798089,0.21923828,0.0027821097,0.71590924,0.0
0.12605387,0.21796751,0.0033794506,0.71590924,0.0
0.122516215,0.21691084,0.0037736516,0.71590924,0.0
0.11702454,0.21649623,0.0040821396,0.71590924,0.0
0.10957885,0.21383834,0.004021152,0.72727275,0.0
0.1049847,0.20811772,0.004056428,0.72727275,0.0
0.10324198,0.19708681,0.004223975,0.72727275,0.0
0.10133296,0.18218756,0.0042184913,0.72727275,0.0
0.09925789,0.17384434,0.0044897627,0.72727275,0.0
0.0959717,0.16372895,0.0046016523,0.71590924,0.0
0.09147465,0.14988422,0.004094744,0.71590924,0.0
0.01855135,0.21641994,0.006225533,0.6818185,0.0
0.01947403,0.21767235,0.005262194,0.6818185,0.0
0.02131939,0.21684647,0.00408353,0.6818185,0.0
0.023299754,0.21772027,0.0032619843,0.6818185,0.0
0.025415242,0.22155333,0.0018343502,0.6818185,0.0
0.026420355,0.22252965,0.0009340935,0.71590924,0.0
0.026315093,0.22349763,0.00077247503,0.71590924,0.0
0.027050197,0.22410369,0.001967182,0.71590924,0.0
0.028625727,0.22324419,0.0036598737,0.71590924,0.0
0.03030157,0.21963525,0.005362602,0.71590924,0.0
0.03207779,0.21685576,0.007516818,0.71590924,0.0
0.033875167,0.21479154,0.009453944,0.71590924,0.0
0.035693765,0.21457887,0.009744564,0.71590924,0.0
0.037928462,0.21530223,0.008994815,0.71590924,0.0
0.04057914,0.21758366,0.008860696,0.71590924,0.0
0.043275535,0.22126174,0.007913414,0.71590924,0.0
0.046017528,0.22380638,0.0064939754,0.71590924,0.0
0.048942566,0.22529006,0.0054434417,0.71590924,0.0
0.05205071,0.22649074,0.0046375305,0.71590924,0.0
0.05548644,0.22658801,0.003382131,0.71590924,0.0
0.05924976,0.2267952,0.004403566,0.6818185,0.0
0.062244475,0.22801924,0.005615779,0.6818185,0.0
0.06447083,0.22926784,0.0063413642,0.6818185,0.0
0.06797862,0.22947001,0.007611255,0.6818185,0.0
0.07276797,0.23007798,0.008340746,0.6818185,0.0
0.07761085,0.22964,0.007654667,0.71590924,0.0
0.08250731,0.22899508,0.006333354,0.71590924,0.0
0.08719897,0.23017097,0.0054298053,0.71590924,0.0
0.09168577,0.2313168,0.0046443385,0.71590924,0.0
0.09600824,0.23132181,0.0045461957,0.71590924,0.0
0.10016632,0.23078513,0.004413241,0.71590924,0.0
0.10343182,0.22917938,0.0044155493,0.7386365,0.0
0.10580486,0.22562075,0.005237191,0.7386365,0.0
0.10846025,0.2215221,0.0065416694,0.76136374,0.0
0.11139792,0.2197125,0.008423287,0.72727275,0.0
0.11491698,0.21889949,0.010678243,0.693182,0.0
0.11901724,0.21807003,0.0125519,0.636364,0.0
0.121489406,0.21842194,0.014157911,0.636364,0.0
0.12233335,0.221735,0.014905366,0.61363673,0.0
0.123236775,0.22389865,0.014673547,0.6477275,0.0
0.12419975,0.22500825,0.01368872,0.6818185,0.0
0.12453395,0.22850776,0.0118798725,0.71590924,0.0
0.124239326,0.23113823,0.01007132,0.71590924,0.0
0.12566948,0.23233819,0.009829941,0.71590924,0.0
0.12882447,0.23446703,0.00981717,0.71590924,0.0
0.13256502,0.23655772,0.0098888455,0.71590924,0.0
0.13689148,0.23589897,0.009743548,0.71590924,0.0
0.1412133,0.23716307,0.008850835,0.71590924,0.0
0.14553034,0.23873353,0.006333383,0.71590924,0.0
0.14905632,0.23823762,0.004672883,0.71590924,0.0
0.15179133,0.23746324,0.0036886977,0.71590924,0.0
0.15520418,0.23667288,0.0035062055,0.71590924,0.0
0.15929449,0.23435068,0.003837423,0.71590924,0.0
0.1643374,0.23054552,0.0044757966,0.71590924,0.0
0.17033243,0.2264607,0.0052066045,0.71590924,0.0
0.17558837,0.22146773,0.0062986733,0.71590924,0.0
0.18010497,0.21740365,0.008845054,0.71590924,0.0
0.18562937,0.2133863,0.012855395,0.71590924,0.0
0.19216192,0.20835853,0.017362982,0.75,0.0
0.19849575,0.20379305,0.025751613,0.7954545,0.0
0.20463109,0.20256805,0.040957812,0.85227275,0.0
0.21037328,0.20321465,0.06398385,0.90909123,0.0
0.21572196,0.20603347,0.08922494,0.96590924,0.0
0.22047329,0.20961976,0.111422434,0.9886365,0.0
0.22462738,0.2077918,0.12310591,1.0000002,0.0
0.22729576,0.19982815,0.12419245,1.0000002,0.0
0.2284782,0.18700361,0.11165967,1.0000002,0.0
0.23198724,0.17158842,0.09309275,0.9886365,0.0
0.23782301,0.1567924,0.07519009,0.92045474,0.0
0.24176002,0.14905715,0.06467169,0.886364,0.0
0.24379826,0.14698505,0.059613604,0.840909,0.0
0.2451973,0.14835238,0.060165025,0.75,0.0
0.24595702,0.14840412,0.058517374,0.70454574,0.0
0.24447155,0.14782715,0.05319855,0.71590924,0.0
0.24074101,0.14559674,0.044622745,0.693182,0.0
0.23863077,0.1386776,0.033152398,0.6818185,0.0
0.2381407,0.13399649,0.02004864,0.71590924,0.0
0.23484659,0.13293338,0.0113028865,0.71590924,0.0
0.22874796,0.13050246,0.0079691475,0.71590924,0.0
0.22295153,0.12983847,0.007861206,0.71590924,0.0
0.21745694,0.13524675,0.010441673,0.71590924,0.0
0.21377242,0.1385386,0.013400036,0.71590924,0.0
0.21189797,0.1398611,0.015225734,0.71590924,0.0
0.20838809,0.14357471,0.017401502,0.71590924,0.0
0.20324278,0.14679146,0.018992674,0.71590924,0.0
0.19829452,0.14669013,0.01700706,0.71590924,0.0
0.19354308,0.146178,0.013718805,0.71590924,0.0
0.19027722,0.14552951,0.01159143,0.71590924,0.0
0.18849683,0.1456387,0.008656688,0.71590924,0.0
0.18658257,0.14497137,0.004976052,0.71590924,0.0
0.18453455,0.1429708,0.0031661452,0.71590924,0.0
0.18210042,0.13978481,0.0026212055,0.71590924,0.0
0.17928028,0.13964224,0.0022720234,0.71590924,0.0
0.17483938,0.1396842,0.0015836768,0.71590924,0.0
0.16877806,0.13981915,0.0009921247,0.71590924,0.0
0.16341233,0.14239025,0.001157389,0.71590924,0.0
0.15874219,0.14557362,0.0012958609,0.71590924,0.0
0.15456402,0.1455307,0.0014541638,0.71590924,0.0
0.15087771,0.14416695,0.0016492475,0.71590924,0.0
0.14801562,0.14309812,0.0022094576,0.71590924,0.0
0.14597762,0.14307857,0.0034888797,0.71590924,0.0
0.14435029,0.14530635,0.005151267,0.71590924,0.0
0.14313376,0.14828777,0.0063279737,0.71590924,0.0
0.14250791,0.15489316,0.0067897243,0.71590924,0.0
0.14247274,0.16593122,0.006505115,0.71590924,0.0
0.1423924,0.17731833,0.00536987,0.72727275,0.0
0.14226663,0.18825316,0.0038886764,0.76136374,0.0
0.14166129,0.2003324,0.0032378784,0.784091,0.0
0.14057624,0.21062851,0.003598289,0.80681825,0.0
0.1386007,0.21703434,0.004266502,0.8295455,0.0
0.13573503,0.2205689,0.004720154,0.81818175,0.0
0.13323855,0.22313356,0.00473171,0.784091,0.0
0.1311115,0.22387195,0.004201532,0.76136374,0.0
0.12907219,0.22405696,0.0037403419,0.7386365,0.0
0.12712073,0.223804,0.0035701338,0.71590924,0.0
0.1296072,0.22514582,0.0035351892,0.71590924,0.0
0.13653183,0.22566533,0.0034008017,0.71590924,0.0
0.13972414,0.22893906,0.003430212,0.71590924,0.0
0.139184,0.2323134,0.0033016042,0.71590924,0.0
0.13786268,0.23357987,0.0029670252,0.71590924,0.0
0.13575971,0.23274493,0.0026214658,0.71590924,0.0
0.13428462,0.23066974,0.0024743648,0.71590924,0.0
0.13343751,0.22608376,0.0023828,0.71590924,0.0
0.13289595,0.2190826,0.0026018037,0.71590924,0.0
0.13266003,0.21443033,0.002985795,0.71590924,0.0
0.1317941,0.21097612,0.003292318,0.71590924,0.0
0.1302979,0.20896387,0.00342345,0.71590924,0.0
0.124990284,0.2076118,0.00363734,0.71590924,0.0
0.11587131,0.2054472,0.003681384,0.71590924,0.0
0.11045498,0.19972849,0.0037149047,0.71590924,0.0
0.108741224,0.18897963,0.0036982237,0.71590924,0.0
0.10707605,0.17524624,0.0036756443,0.71590924,0.0
0.10545933,0.16713357,0.003946763,0.71590924,0.0
0.1025911,0.15720129,0.0037664953,0.71590924,0.0
0.0984714,0.14489174,0.0029170504,0.71590924,0.0
0.020762503,0.21506214,0.007945384,0.6477275,0.0
0.021967232,0.21456695,0.0070774676,0.6477275,0.0
0.02437681,0.2137711,0.005548248,0.6477275,0.0
0.026835322,0.216717,0.004423466,0.6477275,0.0
0.02934277,0.2222681,0.0028000209,0.6477275,0.0
0.030289352,0.22288442,0.0015313723,0.71590924,0.0
0.029675007,0.22462559,0.0010950379,0.71590924,0.0
0.029751182,0.22585869,0.002627639,0.71590924,0.0
0.030517817,0.2238133,0.004989784,0.6818185,0.0
0.031515718,0.21865797,0.007302437,0.6818185,0.0
0.032744706,0.21610355,0.009742449,0.6818185,0.0
0.034119844,0.21429157,0.011657427,0.6818185,0.0
0.035641253,0.21337605,0.011543498,0.6818185,0.0
0.037867367,0.21346378,0.009907319,0.71590924,0.0
0.040798247,0.2159512,0.008640811,0.71590924,0.0
0.043712854,0.21929216,0.0069627995,0.71590924,0.0
0.04661113,0.22140479,0.005199982,0.71590924,0.0
0.04961008,0.22312546,0.0039501092,0.71590924,0.0
0.05270964,0.22402382,0.0034161345,0.71590924,0.0
0.056296468,0.2233069,0.0028437646,0.71590924,0.0
0.060370684,0.22339678,0.0037140385,0.6818185,0.0
0.06387824,0.22458673,0.0048219245,0.6818185,0.0
0.06681931,0.225806,0.0056494474,0.6818185,0.0
0.07062739,0.22643232,0.0068364125,0.6818185,0.0
0.07530248,0.22752237,0.0073024677,0.6818185,0.0
0.079903126,0.22721124,0.0064879134,0.71590924,0.0
0.08442932,0.22708225,0.0053021573,0.71590924,0.0
0.088985324,0.22759342,0.0041302964,0.71590924,0.0
0.093571186,0.22815084,0.0028685625,0.71590924,0.0
